TID,Comments,Rating
tt0022100,since i loved metropolis and was mesmerized by the great storyline of m i happily shelled out  euros to get the deluxe dvdset of fritz langs first talkie fully expecting i was going to view it over and over againwell that was  euros i should have spent on a new haircut or something this is a very boring film one that is only somewhat redeemed by a great peter lorre and an interesting final scene but the first hour was sooo slooow! low point was a tenminute scene in which four boring men were having a roundtable about deciding what to do about the child killer no camera movement whatsoever just blabbering and no oneliners either hes a killer for heavens sake  action! do something! stop him! looking back maybe i was even more mesmerized by the brand m the film posters are great and that single m just makes for a classic even harrowing logostill i honestly cant believe that a modern viewer would actually enjoy this,4
tt0022100,from the elongated opening scene of m you know you are in for more than a simple film could ever imagine the elongated lunch scene as a mother waits for her daughter to return as we audience members watch the daughter stray from her journey home with a stranger with a sharpened whistle it is foreboding it is depressing it is mesmerizing it has been a very long time since a film especially one made  years ago seemed so delicate so thought provoking so timeless as m does from these opening shots lang lets us know that this isnt going to be your happy utopia where criminals are caught the next day by the police and our world goes back to liquorish and lollipops but instead a world where the locals collect like a mob and trust is thrown violently out of the window with excellent cinematography and a strong balance between humor and honesty lang creates this visceral world where the line between truth and justice get blurred where good and evil are similar and a man defines his actions as uncontrollable this merely scratches the surface of m a masterful film that ranks amongst the best this world has offeredwhat makes m shoot ahead of anything modern anything by cult directors anything close to popular? it begins with the actors goes to the man behind the camera and finally the skillful craftsmanship of the story each of these elements never lack never fall behind and constantly build upon each other until that final breath that encourages you to repetitively rewatch to begin peter lorre how could you not talk about m without mentioning this doeeyed murderer from the beginning we know his role in this film yet lang pulls every emotion out of us as we follow his route we feel sympathy for lorre when he is tried we feel scared when he is trapped in the attic we feel hatred when he voyeuristically looks at the children  and yet he isnt the only character in this film lang introduces us to other well placed personas throughout the infamous inspector lohmann not to mention that great floorup shot is the perfect example of langs impressions on the local german police the fact that lohmann whistles counter productive to what lorre represents only solidifies that idea to add to these already dynamic people we have the background criminals that decide to take the matter into their own hands in hopes to eliminate the looming police presence the safecracker is idealistic of what germany was to become the classic ss look with the idea of eliminating the opportunity to be tried in a true court of law each one of these characters provide humor excitement and fullblown emotion to the screen adding to the overall impact to this film with lorre already bedazzling us with his range and taut emotion it is up to fritz lang himself to ensure that edits angles and direction doesnt hinder the power of his actors lang steps up to the plate and delivers with his avantgarde film making i use the words avantgarde because the techniques used in this film are far beyond  lang incorporates powerful closeups amazing track following and shots nearly unseen at this time the overhead shots the ability to make the crowds look ravenous the camera puns adds just as much as another lead would if you were impressed by his ability in metropolis m is only going to solidify that idea of lang a favorite is the raid on the office complex by a group of criminals every shot every detail is directed with ease but complexity it is easy to be in awe of this film but to take the time to see langs ability behind the camera will take m to a whole new level personally it is my belief that he announces himself with this film a pioneer of the camera a grandfather of what cinema is today  one cannot watch anything released today and not see langs influences see finchers zodiac a nearly identical film in themes to what lang was trying to produce herefinally we have acting and direction but one must also credit the story for being not just creative and unflinchingly original but for supporting a strong message the idea of being more careful was impressive to watch due to the time being  a time well thought of that children could be anywhere without any worry the story brings evil into an american thought that good guys always prevail that suburbia is always safe and that the police actually do keep the streets safe the story of m challenges you as a viewer even today one could argue even more so today than in  with crimes continually on the rise in this country with the idea that pleading insanity cures the disease of murder or is an easy innocence the idea of m especially that final dialogue seems more important today the fascination also arises with the concept of the mob within this story  the horror that simple events kindness even could turn on anyone in a moment of panic police arresting anyone that even looks at children in a peculiar way  a fascinating concept that lang is not afraid to develop imagine if this film were made two years later what a different theme lang would have tackleda deeply enticing film fritz lang proves that he was a ground breaker in his field not only could he handle science fiction but nearly every other genre imaginable m is no exception to his skill if you have not seen this film watch it  experience it  know what it means to be marked like lorre grade ***** out of *****,10
tt0022100,im a fan of peter lorres and i love black &amp; white films  i enjoy foreign films  i even like trying to twist my brain around mindboggling symbolfilled convoluted art flicks  but i was incredibly disappointed in *m*it had a lot of potential but it kept drowning in itself  it took me a while to understand this  the plot itself wasnt overly complex  so why did i still have the feeling of unpleasant confusion  what i finally realized is that *m*s downfall is that it cant decide what it isi went into it with a general understanding of what it was going to be about and knowing peter lorres work i had certain expectations  the parts of the movie that were most satisfying to me were those which fit those expectations a tense shadowy atmosphere made all the more eerie and suspenseful by the skillful use of in the hall of mountain kingother parts of the movie felt more like a police procedural  there is certainly a place for the ed mcbains of our world but that place is not being mixed in with robyn cook  these segments felt out of place and they jarringly interrupted the mood created by the spookier more emotionally taut scenesthe muchapplauded ending had the same problem for me it suddenly introduced yet another mood  that of introspection and social consciousness  this was too distinct from either of the other two moods to feel as if it were even part of the same pictureeach mood each theme each general strain could have been very good on its own  but as a package the film felt illblended  and as much as i enjoy paradox and even confusion they are not in of themselves sufficient criteria for a good film,3
tt0025316,frank capras idealistic outlook on life is evident in his films from it happened one night to its a wonderful life capra has always had a tendency to let the little guy rise above it all and beat the odds it is no small wonder that capra enjoyed much of his success during the depression when movies were used to truly pull an audience out of the despair of the s into a world where anything can happen where being a nice person is all you need to succeed while the fact that the country was in the middle of the depression was not completely ignored an overly optimistic view on life was taken to counter the despair of everyday lifethere were many points in it happened one night where the true state of the country was indicated homeless people hitching rides on trains seemed perfectly normal rather than regard them with apprehension and pity you smile and wave at them another example is the hostile reaction proprietor zekes wife had to the fact that her husband had let peter and ellie stay the night with promises of being paid upon seeing peter and ellies car missing they rush to the cottage to see if peter and ellie are still there they cannot afford freeloadersin another scene a childs mother has passed out from hunger because they have no money to buy food peter and ellie have nearly depleted their funds but decide that the mother and child need money more than they do and give some to themdespite these instances the movie was altogether cheerful in its depiction of the world in the throes of the stock market crash this movie signaled the birth of the screwball comedy at a time when the country needed release they could find that release and laughter in movies like it happened one night audiences were amused by scenes in the film such as the segment in which peter teaches ellie how to dunk a donut or when forced to share a room peter puts a blanket between his and ellies beds and calls it the `wall of jericho which is revisited when the walls of jericho come tumbling down after peter and ellies marriage probably the most famous scene in the film is the hitchhiking sequence which features peter standing by the roadside trying to thumb a ride unsuccessfully finally giving up after more than a dozen cars speed by without paying any heed to his attempts after he gives up beaten ellie simply lifts her skirt above her knee the first car that passes stops as we see extreme closeups of a foot slamming down on the brakes and a hand applying the hand brakea master in his profession capra left his mark on the films he directed with an almost childlike cheerfulness he maintains a sense of dignity and class the viewer is left with a feeling of hope for humankind even if its only that a persons ideals could be used to make such a film capras films are still regarded as masterpieces it happened one night arguably remains to this day unparalleled in screwball comedies it was one of many movies made during the depression a sometimes sad and even lonely time in our history it gave its audience a chance to escape and forget their troubles for a few moments in time out of  stars,9
tt0025316,in his autobiography the names above the title frank capra said that until it happened one night drama had four stock characters the hero the heroine the comedian and the villainwhat capra did and you might notice he followed that in a whole lot of his films the characters of hero and comedian are combined not completely though because claudette colbert gets a few laughs herself especially with that system all her own but in doing what he did for clark gables character capra created a whole new type of screen comedy the classic screwball comedy and it happened one night surely set the moldcapras autobiography told the story of the making of it happened one night which in itself could be a movie capra worked for columbia pictures which at that time was a minor studio along the lines of republic or monogram as capra tells it he had a vision about this story that samuel hopkins adams wrote and persuaded harry cohn to buy it capra also had a stroke of good luck adolph zukor at paramount and louis b mayer at mgm were looking to punish a couple of recalcitrant stars claudette colbert and clark gable the idea was to show these two what it was like to work in a small budget studio without all the perks of paramount and mgm in fact the description of gable arriving to work at columbia that first day drunk as a skunk is priceless capra dressed him down good and said that to his credit gable came to work afterwards and couldnt have been more cooperativeat some point harry cohn at columbia was convinced that maybe capra had something he had in fact delivered for columbia the previous year with lady for a day so the publicity drums were beatthe rest as they say is history it happened one night won the first oscar grand slam best picture best director best actor and best actress it won the first oscars columbia pictures ever got and lifted it right into the ranks of the major studios and it set the standard for screwball comedythe film could never have gotten off the ground were it not for the chemistry of gable and colbert theyre together for most of the film so if it doesnt click between the two of them you have people walking out in droves colbert had already played a wide variety of parts at paramount ranging from poppaea and cleopatra to comedies with maurice chevalier like the big pond gable had played a whole lot of tough guys on both sides of the law at mgm it happened one night showed he had some real comic talent a flair mgm exploited in his roles from then on in gable and colbert did only one other film together boom town for mgm you cant get much more different than those two films boom town had a huge mgm budget spencer tracy and hedy lamarr as well and a lot of special effects involving the oil industry and hazards therein its also a great film but its not a classic like it happened one night,10
tt0025316,it happened one night directed by frank capra was made and released in  by columbia pictures as a small budget film that was not expected to do well at the box office yet after its release the film gained many accolades and won the academy award for best picture in  due to the original small nature of the film the leading man role was surprisingly filled by clark gable who was on loan from another studio he stared opposite of claudette colbert capras film was a combination of many ideals emotions and social perceptions of the american society of the thirties but it was also a combination of many new and innovative filming techniques and sound advancements the film unfolds the story in such a attentiongrabbing and remarkable way that most of todays cinema use his style and ideals when producing and creating films capra used the idea of a moving camera one that was not fixed upon a box but on a moveable crane instead this produced more sweeping shots more angles for filming and fewer distance shots it allowed for more movement of the actors as well as a more realistic and real life feeling to the movie the film also incorporates back projection of images this is were a scene is filmed previously and played in the background while the actors perform the scene in front of the projection back projection is used for car scenes to give the impression that the actors are driving but in reality they are in a sound stage capra also incorporated the use of a wipe in his film the technique of moving left to right and fading in or out to change a scene or show elapsed time took the place of the traditional place cards in silent films and allowed for a more constant stream for the film the film was also all talk the new technology of a sound strip on the side of the film was used the text cards of silent films were completely discarded another camera trick by capra is to show a change in feelings within clark gables character for claudette colberts character by depicting her character in a different light this happens two times within the film at key moments to the development of their relationship claudette colbert is seen in a close up of softer light to emphasize clark gables character seeing her in a `different light in this romantic comedy capra not only showed new styles and techniques but also addressed social issues of the time through comedy he showed the outlandish nature of the rich king arriving for his own wedding in a helicopter and the nature of man being the controller in relationships as well as in society the fighting and struggles between the two main characters showed the man taking care of the woman the social norms of how men and woman should act around each other in that era but the fighting and the banter also show a strongminded and intelligent woman the two strongwilled main characters balanced each other outcapras techniques for showing the social relationship between the rich and working classes as well as a relationship between man and woman in the s captured film makers and film viewers for over  years films are now compared to his style of camera movement and his style of capturing the american ideals when movies of today make a similar statement of achieving what one wants they are referred to as capraesc capras imagination and style is one that changed the outlook of american films and introduced a new genre to film goers everywhere,0
tt0025316,ihon rightly earns its place as one of the greatest romantic comedies in film history a pioneer of the screwball comedy genre it holds up very well  years after it was madeits a classic tale of the battle of sexes something that is still so relevant today we follow the story of spoiled heiress ellie andrews claudette colbert who jumps ship from her fathers yacht literally! in florida after an argument with said father played by walter connolly over her marrying wealthy playboy king westley jameson thomas without her fathers consent ellie is on a mission to get to new york to king westley but how will she do it? thats how peter warne played by a delightfully handsome clark gable comes into the story recently fired from his newspaper job peter meets ellie on the night bus to new york and realizing who she is her story is all over the news after all! offers to help her get to ny and westley if she gives him an exclusive story to win him back his job and so the fun begins colbert and gable have great chemistry as the mismatched couple thrown together after a series of unusual circumstances the trip isnt a smooth one and we are taken on a wild ride with peter and ellie which gives us great scenes such as the doughnutdunking lesson walls of jericho and the nowclassic hitchhiking scene the humour is still fresh and fastpaced over  years later oops i almost forgot the classic no undershirt scene where gable sexily gives colbert a lesson in how a man undresses to reveal shock horror! no undershirt but a bare chest! this had a bad effect on the sales of mens undershirts which dropped dramatically after the films release one of the first examples of product placement in film great supporting characters particularly the scenestealing oscar shapeley roscoe karns of course it has its faults all early talkies do but any faults are outweighed by the great story technically it was wellmade for its timeihon won  oscars best picture best director frank capra best actress and best actor for colbert and gable and best adaptation it deserved all of them funnily enough both colbert and gable didn&amp;#;t want any part in the film at first i bet they changed their viewpoint after the surprise success and the prestigious academy awards they gained for it its been said that a number of disney characters like bugs bunny yosemite sam and pepe lepew were inspired by characters in this film a classic a mustsee a great movie,10
tt0025316,this is a pleasant funny classic that shows it age only slightly and that has a lot of scenes you can look forward to each time that you see it gable and colbert each get roles that are nicely suited to them and are wellremembered for their performances  the supporting cast also rounds out the picture with some good character actingthe crosscountry trip on the bus and via other assorted methods is fun to watch with several nice vignettes that complement the main story line the atmosphere on the long bus trip is done especially well  the plot is of course not meant to be taken too seriously in itself but it comes in very handy for setting up good characters and comedyit all comes across as effortlessly entertaining romantic comedy with some classic scenes and characters you learn to care for in spite of their mistakes,0
tt0025316,this sweet comedy never loses its appeal  claudette colbert is a spoiled young girl who meets a wordly attractive newspaper reporter clark gable in the beginning she treats him like a servant but he never knuckles under to this behavior  the interaction between these two is very romantic and humorous  it is the classic portrayal of what may be called sexual tension  he takes care of her  does not take advantage of her  but makes her realize that her wealthy background cannot carry her through as a human being she has to earn his respect by treating him with respect  there is a scene in which the two of them are forced to hitchhike and their breakfast is only a handful of carrots plucked from a garden they were lucky to find  as gable stands at the edge of the road and colbert is perched atop a wooden fence his wisecracking posture is said to be the inspiration for the beloved cartoon character bugs bunny  this is a mustsee for every one who loves old movies and entertaining for all,10
tt0025316,it happened one night is one of those films that is so classic and on so many `mustsee lists that i actually assumed that i had seen it at one time or another  it wasnt until i actually looked into the film when i in fact realized i hadntthe first film to sweep the major categories in an oscar ceremony it happened one night spins the story of a young spoiled heiress colbert who marries a shallow yet dashing aviator  she is then swept off by her father who takes her on a cruise; convinced that time away from each other will cure her infatuation  instead she escapes by jumping out of the boat and swimming to shore where she begins her journey from miami to new york where her husband awaits  the film quickly turns into an `on the road flick at this point when she meets up with clark gable a down on his luck reporter who offers to help her for the exclusive rights to her story  mayhem inevitably ensues as one thing after another goes wrong during their adventureim a little hesitant to completely agree with the general assessment that it happened one night is a screwball comedy  of course there were certain moments that were hilarious and overdone the scene when gable and colbert pose as husband and wife to share a cabin for the night is absolutely rich but the majority of the remaining film is clever romantic comedy with fairly even performances by the principles  perhaps there is a sliding scale for screwball comedies with it happened one night being a two and a film that i feel personifies the genre bringing up baby as a five,8
tt0025316,consider this it happened one night was made in  which gives it the distinction + years later of being the oldest film still widely viewed by mainstream audiences and most of the runnerups for oldest film are s screwball comedies inspired by the success of this seminal film which made a clean sweep of the  academy awards the genre has held up over the years because these are small human stories with themes that are still relevant the main reason it happened one night worked then and still works today is the accidental pairing of colbert and gable who provide an amazing chemistry under frank capras direction columbia pictures was a small player in the early days of talking pictures and studio head harry cohn had difficulty rounding up two major stars to play the leads in this modest budget production colbert was not interested in doing another capra film after a negative experience working for him six years earlier in her silent picture debut cohn told capra that french broad likes money and capra finally got her on board with an offer of $ double her usual price and a guarantee that production would only last  days gable was under contract to mgm but had been making trouble for them so as punishment louis b mayer personally loaned him to columbia for this filmthe film had a lot else going for it; a motivated capra a great script that would play well with small town america and a good ensemble of supporting talent the story concerns a spoiled young heiress colbert trying to escape the control of her father nicely played by walter connelly dodging her fathers private detective she takes a miami to new york bus where she meets a recently fired reporter gable who agrees to help her in exchange for an exclusive story cozy quarters and many adventures lead them to change their initial opinions of each other brainless brat and obnoxious bully as an undisclosed affection develops on the eve of their arrival in new york they try to sort out their feelings for each otherwhile the script is not really successful in convincingly illustrating the process of their falling in love one minute they are just friends and the next they are in love capra is able to sell it with a simple connection process between these two characters which is at work throughout the film as another reviewer has written far from loveydovey the dialogue is witty sharp and occasionally heartless we may know the outcome but the road to get there is paved with arguments anger and misunderstandings its also clever funny and a bit risqué for   during their three days and nights together colbert convincingly gives us a character who matures from a spoiled rich girl to a responsible adult motivated by a desire to improve her companions opinion of her gable shows real star presence playing a confident charming and resourceful gentleman by the end their sudden love is credible because they have demonstrated that they are both exactly what the other is looking for in a partnerafter the oscar ceremony capra threw a party where he downed a magnum of champagne and passed out on his front lawn clutching his best director oscarthen again what do i know? im only a child,9
tt0025316,i have seen this movie a few times over the year and have just recently  viewed it again twice on the dvd version this is a highly recommended  movie on several levels first it has to be seen because it won  multiple academy awards during  it has won at least best actor best actress and best director  so it should be seen just for its historical significance if you are  into movies as an art form however if you are just looking for  entertainment then it is simply a great classic romantic comedy the  set up is that ellie claudette colbert is a rich spoiled  independent woman who is running away from her father in florida to  join her husband not quite a complete marriage in new york city she  meets peter clark gable on the bus who is a down &amp; out reporter  looking for a big story they join forces in that he will help her to  get to new york for an exclusive on her story in essence it is the  bratty socialite vs the hard nosed know it all reporter  can they  achieve true love? just watch the movie and figure it out for  yourself there is the classical scene regarding the battle of the  sexes which involves hitchhiking there is some dated material because  the movie was made in the s about the s this may be both good  and bad as a viewing experience gable is a bit too shallow as a  desirable character he lacks the sensitivity of a guy that would be in  a modern romantic comedy however his portrayal of peter is likely  typical for the ideal man of the era in that he attempted to be  competent and in charge at all times the know it all guy the  character comes across as too simplistic by todays standards however  when he gets the feedback on his rough edges from ellie he shows his  nice guy side claudette colbert is great in this movie she had  opportunities to display her acting craft as she responded to different  situations the scene in which she and gable pretended to be basically  white trash was very funny her getting the best actress award is  very evident even without having to see the performances of her  rivalries for the oscar in  overall this movie is rated a  and  is highly recommended a viewer may avoid older movies because they  lack dept; however hang in for this one once the screen chemistry  starts between colbert and gable their first scene together the rest  of the picture is just a joyride of entertainment in watching these two  work their magic for the camera enjoy this movie it should be an  awesome experience,0
tt0025316,in my college film class we had begun watching it happened one night i was laughing my head off but of course my professor stops the movie right when it was getting good after that i wanted to see this movie so badly my father lucky enough had the movie i watched it and it is one of the funniest movies i have ever seen clark gable is histerical he really does a great job in the film i always did prefer the old comedies to today do you blame me? if you watch the flick you will enjoy it this is one of the first romantic comedies itll send all the others to the back of the bus i would higly recommend this movie its a classic/,10
tt0025316,released in  frank capras it happened one night ushered in a new era of hollywood filmmaking  the screwball comedy  and made academy award history in the process it became the first film to be awarded the top five awards on the night best picture director actor actress and screenplay a feat that remained unequaled until one flew over the cuckoos nest  and the silence of the lambs  as i watch more of his films frank capra is fast becoming one of my most respected directors with such classics as mr smith goes to washington and its a wonderful life ranking among my favourites of all time this screwball comedy however posed a certain problem since ive never been a huge fan of the subgenre whilst i had enjoyed such films as my man godfrey and his girl friday they hadnt really offered anything other than comedy this means that they did a good job of making us laugh but never really inspired any other emotions  which isnt necessarily a handicap but doesnt appeal to my tasteshappily im able to announce that it happened one night did surpass my expectations and i found it to be a wonderfullyenjoyable very touching romantic comedy the first half had left me feeling a bit uncertain since it reminded me of just about every other s comedy id seen but then frank capra did what frank capra does best he put a lot of heart into the film after building towards a perfect fairytale ending capra suddenly snatches it away slowly but surely stacking the odds against our hero however the director has never been one to leave us with a downbeat ending and when love finally prevails it feels twice as triumphant of course crucial to the films success are the two lead performers claudette colbert and clarke gable playing characters of completely polar characters as story runs its course we slowly watch their relationship transform from completely dislike to acceptance to romance and it never feels forced or artificial despite a reportedly tense atmosphere onsetthe plot of the film was based on the story the night bus by samuel hopkins adams ellie andrews colbert is the arrogant spoilt heiress of a wealthy father walter connolly after she marries the rich but unprincipled king westley jameson thomas against her fathers will ellie strikes off to new york to be with the man she loves and her desperate father launches a statewide attempt to retrieve her it is on a night bus that ellie strikes up a frictional relationship with fired journalist peter warne gable whose only initial interest in the stranded girl is a good newspaper story probably one of the best road movies ever made it happened one night also has a few twists in the usual formula which have guaranteed its enduring stature for example ellies father is revealed not to be an evil overbearing demon but is in fact shown to be a very kind reasonable and loving man who is only trying to guarantee the best for his daughter by ensuring that she marries somebody with principles king westley later gives up the girl without a fuss compensated by a tidy sum of moneymuch to my surprise id never seen a film starring clarke gable before but he really was a revelation never taking any situation too seriously and delivering every line with confidence and a hint of amusement gable is the laidback everyman that the audience can relate to a stark contrast to colberts conceited and ungrateful upperclass rich girl my favourite scene took place after the night bus accidentally ran off the road with the shifty passenger oscar shapeley roscoe karns threatening to reveal ellies true identity fearing that his exclusive story could leak into other hands peter warne declares himself to be the gangster who kidnapped ellie threatens to harm shapeleys family and then chases him into the night interestingly i followed up my viewing of this film with a  lux radio theater broadcast of the story introduced by cecille b demille and once again starring gable and colbert this recording can be found if youre lucky as a special feature on the it happened one night dvd and its well worth a listen,8
tt0025316,i was inspired to think of other films with completely mystifying titles `the phantom menace obviously  also `the shop around the corner around the corner from where? `the empire strikes back it doesnt `the living daylights `true lies `batman forever `species `the life and death of colonel blimp  if anyone has any more suggestions please send them to mein this case it happens over several nights and im not sure which particular night is being referred to  probably one of the candidate nights is less unobvious than the rest; so i guess the title isnt completely mystifying  but actually capra gives us the feeling that everything is up in the air  everyone knows that the hero and heroine of romantic comedies are bound to get hitched in the end  in most cases its simply a question of staying awake  but capra makes us feel the contingency of it all  i for one was convinced that right up until the final moment it could have gone either way  how did capra manage this?  was it because he was a complete innocent; or was it because he was remarkably sophisticated?  i dont suppose it matters its results that countim glad to see very little mention among the comments about the sexism of it all  the characters have life; their words have life; and if such art as this could only be produced by a sexist society its almost worth creating a sexist society and then dismantling it in order to get the art  in modern romances i get the feeling that the writers are wearily writing `feisty lines for the heroine in an attempt to fool feminists who by and large arent so easily fooled  claudette colbert isnt feisty  when she does assert her independence she means itand of course when clark gable asserts his dominance he means it  you dont get sincerity like this these daysanyway the ideology of a film if there is one is always beside the point except inasmuch as the ideology is aesthetically attractive or unattractive this is an attractive film  two real individuals a real story some misunderstanding but no tiresome or pointless misunderstanding constant wit  and as i expressed amazement at earlier constant suspense  and if that isnt enough to get you to watch it note that it was released in   the hayes code didnt come into effect until   not a moment too late,10
tt0025316,in miami the spoiled socialite ellie andrews claudette colbert is trapped in the yacht of her controller father the wall street banker andrews walter connolly who has just annulled her secret marriage with the snobbish aviator king westley jameson thomas out of the blue ellie jumps overboard and swims to the shore andrews hires a detective agency to find her and offers a  dollars reward for any information about his daughter but ellie pawns her watch buys some clothing and a bus ticket to new york to meet her lover she seats side byside with the cynical reporter peter warne clark gable however when a thief steals her purse with her money in a bus stop and ellie does not report to the police peter recognizes and blackmails ellie asking her to travel together with him he promises to protect her and in return he would write her adventure to meet king westley along their journey ellie falls in love for peter; but when he vanishes from the motel where they are lodged and contacts her father later she believes he was only interested in the reward in the end love triumphs and the wall of jericho falls it happened one night is another delightful and charming romantic comedy of frank capra the romance of a cynical reporter with a spoiled young woman is very funny despite being naive and dated with witty dialogs and the chemistry between claudette colbert and clark gable is marvelous the cinematography in black and white is wonderful with magnificent use of lighting to highlight the lead couple last time i saw this classic was on  january  and this is the third time that i watch this film now on dvd from columbia distributor and i highly recommend it as one of the best romantic comedies ever my vote is tentitle brazil aconteceu naquela noite it happened that night,10
tt0025316,capras it happened one night is a fascinatingly shot romantic comedy it has the s feel but at the same time i am surprised that such skill was used in the making of this movie during the s the camerawork is brilliant as it brings out both the spatial feel and the crowdiness the long shots are effective and i liked how the scenes change in a sideways flip mode theres always something about the driving scenes of old classics that amuse me clearly the background was shot separately and then projected on to a screen during the shooting of the film while in the foreground the actors are just seated in a car pretending to drive while the background scene changes the viewer keeps tuned to the wonderful dialogue between the actors needless to add the films got fantastic dialoguecapra also brilliantly gives us a glimpse of the s american society especially focusing on gender and class status the difference between the upper class rich people and the common ordinary man is shown by their use of language and their nonverbal behaviour yet in a way the film is also ahead of its time ellie isnt just some clichéd damsel of the s she is strongminded stubborn and smart albeit slightly naive she is one who fights for what she wants rather than giving in easily perhaps this is also one quality of hers that attracts peter but at the same time their funny quarrels also indicate that there is a an equality in gender status which was something women were struggling with in those daysthe characters are very well etched peter and ellie were a lot of fun but i also liked how alexander andrews played excellently by walter connolly was written as the rich father whos got all the money but all he wants for his daughter is her happiness clark gable and claudette colbert are great together as they match wits and display warm chemistryit happened one night has become an instant favourite one that i definitely plan to revisit,0
tt0025316,it happened one night columbia  directed by frank capra based on a short story night bus by samuel hopkins adams ranks one of the best known and popular romantic comedies from the s thanks to the star chemistry of clark gable on loan from metrogoldwynmayer and claudette colbert on loan from paramount with fine direction by frank capra witty screenplay by robert risken and for being the very first motion picture to win all five major academy awards including best actor gable; best actress colbert; best director capra; best screenplay and best picture this might have been an upset in  considering other toprated films and performances of the year but who would have imagined it happened one night to still be as entertaining today as it was back in ?this now wellknown plot thats been remade twice by columbia as eve knew her apples  with ann miller and william wright; and you cant run away from it  with june allyson and jack lemmon opens in a yacht in miami where ellen ellie andrews claudette colbert spoiled daughter of a millionaire wall street banker alexander andrews walter connolly who disapproves of her recent marriage to aviator king westley jameson thomas making arrangements on having it annulled following a heated argument with her father ellie runs from her state room jumps overboard and swims to shore eluding her fathers hired detectives ellie acquiring new clothes purchases a night bus ticket bound for new york city where she plans to meet westley while on board ellen encounters peter warne clark gable a hotheaded reporter recently fired by his editor joe gordon charles c wilson with both disliking each other immensely warne having discovered the spoiled brats identity becomes her constant traveling companion in order to get an exclusive story and his job back hours before reaching new york and taking a rest stop in an auto camp misunderstandings occur as ellen awakens to find both peter and the car gonea simple story playing like an overlong b movie it happened one night is a memorable bus trip of so many classic scenes that have been imitated by others but never duplicated highlights include the walls of jericho where peter and ellen share a room in auto camps where a blanket is tossed over a rope that separates the couple as they sleep for the night; peter demonstrating to ellen on how a man undresses particularly one in which he removes his shirt to no undershirt underneath; peters correct method of dunking a doughnut into a cup of coffee; and the classic hitchhiking scene where peter fails to attract cars while ellen comes up with a method all her ownalthough it happened one night is essentially a claudette colbert movie from start to finish theres no secondary female character quite rare for its time due to the strength of gables performance this has been hailed to be his best comedic role gables character is hotheaded and forceful living by a moral code although he shares a cabin with a married woman thats all he does he even tells colberts ellie when she asks if shell ever see him again he replies i make it a policy not to run around with married women and when hes hungry he takes a carrot from a farm rather than going through the method of panhandling this is gable a role model director frank capra whose subject matter is usually on people captures the many extras especially those on the bus and auto camps to make them appear as important as leading players roscoe karns is equally memorable believe you me! as the gabby bus passenger oscar shapeley from orange new jersey; ward bond as the tough talking bus driver; the meek arthur hoyt and the nosy/ domineering blanche frederici as the auto camp owners; georgie breakston the poor boy traveling on the bus with his mother claire mcdowell; along with other passengers gathered together and singing the man on the flying trapeze to a player of a snoring fat and bald man who rests his head on colberts shoulder during its entire  minutes theres seldom any underscoring as for the costumes with the exception of the final  minutes both gable and colbert use the same clothing through most of their tripwhile gable and colbert had challenging roles in their careers plus their reunion in mgms largescale boom town  its amazing how this likable little comedy was the only one to honor them academy awards theres a scene where i feel gable earned his statuette the one where he tells ellen the type of girl he would like to someday marry saying that those kind of women dont exist anymore gable says this with frankness and sincerity colbert on the other hand earned hers from that same scene as she she listens and looks on lovingly at gable with tears flowing down her cheek coming to realize it happened one nightit happened one night not only became a perennial favorite on late night television during the s and s but on cable tv as well ranging from the disney channel s american movie classics prior to  to turner classic movies and availability on video cassette and finally dvd while it happened one night has aged in appearance its still timely screen entertainment therell never be another film like this again ***/,9
tt0025316,ellie andrews is the daughter of a wall street mogul her father is highly protective of her and isnt pleased when she elopes marrying a man she hardly knows ellie runs away from her father sets off across country to get to her husband in new york on the bus she meets a recentlyfired reporter peter warne the two dont get along but figuring out who she is and knowing that her father will have every route into new york covered with private detectives he offers to help her get to a husband in exchange he wants an exclusive on her story the two tag along together getting through some interesting adventures over time they even get to like each othera gem of a film from legendary director frank capra i was expecting a rather standard romantic drama but it happened one night is so much better than that warm and hilariously funny at times its certainly not your average romantic comedy dialogue is incredibly fresh and snappy and even the romantic side is not straightforward keeping the schmaltz to a minimum and taking some unpredictable twists and turnsthe great direction by capra and the solid script are aided by wonderful performances from clark gable and claudette colbert in the lead roles the chemistry between them is great and their delivery is spotonboth gable and colbert received oscars for their performances as did capra for best director the movie was the welldeserved  best picture oscar winner,8
